id,name,kabupaten_id/id,state_id/id
kecamatan_id_1,Abang,kabupaten_id_7,base.state_id_ba
kecamatan_id_2,Abiansemal,kabupaten_id_1,base.state_id_ba
kecamatan_id_3,Bangli,kabupaten_id_2,base.state_id_ba
kecamatan_id_4,Banjar,kabupaten_id_3,base.state_id_ba
kecamatan_id_5,Banjarangkan,kabupaten_id_8,base.state_id_ba
kecamatan_id_6,Baturiti,kabupaten_id_9,base.state_id_ba
kecamatan_id_7,Bebandem,kabupaten_id_7,base.state_id_ba
kecamatan_id_8,Belah Batuh (Blahbatuh),kabupaten_id_5,base.state_id_ba
kecamatan_id_9,Buleleng,kabupaten_id_3,base.state_id_ba
kecamatan_id_10,Busungbiu,kabupaten_id_3,base.state_id_ba
kecamatan_id_11,Dawan,kabupaten_id_8,base.state_id_ba
kecamatan_id_12,Denpasar Barat,kabupaten_id_4,base.state_id_ba
kecamatan_id_13,Denpasar Selatan,kabupaten_id_4,base.state_id_ba
kecamatan_id_14,Denpasar Timur,kabupaten_id_4,base.state_id_ba
kecamatan_id_15,Denpasar Utara,kabupaten_id_4,base.state_id_ba
kecamatan_id_16,Gerokgak,kabupaten_id_3,base.state_id_ba
kecamatan_id_17,Gianyar,kabupaten_id_5,base.state_id_ba
kecamatan_id_18,Jembrana,kabupaten_id_6,base.state_id_ba
kecamatan_id_19,Karang Asem,kabupaten_id_7,base.state_id_ba
kecamatan_id_20,Kediri,kabupaten_id_9,base.state_id_ba
kecamatan_id_21,Kerambitan,kabupaten_id_9,base.state_id_ba
kecamatan_id_22,Kintamani,kabupaten_id_2,base.state_id_ba
kecamatan_id_23,Klungkung,kabupaten_id_8,base.state_id_ba
kecamatan_id_24,Kubu,kabupaten_id_7,base.state_id_ba
kecamatan_id_25,Kubutambahan,kabupaten_id_3,base.state_id_ba
kecamatan_id_26,Kuta,kabupaten_id_1,base.state_id_ba
kecamatan_id_27,Kuta Selatan,kabupaten_id_1,base.state_id_ba
kecamatan_id_28,Kuta Utara,kabupaten_id_1,base.state_id_ba
kecamatan_id_29,Manggis,kabupaten_id_7,base.state_id_ba
kecamatan_id_30,Marga,kabupaten_id_9,base.state_id_ba
kecamatan_id_31,Melaya,kabupaten_id_6,base.state_id_ba
kecamatan_id_32,Mendoyo,kabupaten_id_6,base.state_id_ba
kecamatan_id_33,Mengwi,kabupaten_id_1,base.state_id_ba
kecamatan_id_34,Negara,kabupaten_id_6,base.state_id_ba
kecamatan_id_35,Nusapenida,kabupaten_id_8,base.state_id_ba
kecamatan_id_36,Payangan,kabupaten_id_5,base.state_id_ba
kecamatan_id_37,Pekutatan,kabupaten_id_6,base.state_id_ba
kecamatan_id_38,Penebel,kabupaten_id_9,base.state_id_ba
kecamatan_id_39,Petang,kabupaten_id_1,base.state_id_ba
kecamatan_id_40,Pupuan,kabupaten_id_9,base.state_id_ba
kecamatan_id_41,Rendang,kabupaten_id_7,base.state_id_ba
kecamatan_id_42,Sawan,kabupaten_id_3,base.state_id_ba
kecamatan_id_43,Selat,kabupaten_id_7,base.state_id_ba
kecamatan_id_44,Selemadeg,kabupaten_id_9,base.state_id_ba
kecamatan_id_45,Selemadeg / Salamadeg Timur,kabupaten_id_9,base.state_id_ba
kecamatan_id_46,Selemadeg / Salemadeg Barat,kabupaten_id_9,base.state_id_ba
kecamatan_id_47,Seririt,kabupaten_id_3,base.state_id_ba
kecamatan_id_48,Sidemen,kabupaten_id_7,base.state_id_ba
kecamatan_id_49,Sukasada,kabupaten_id_3,base.state_id_ba
kecamatan_id_50,Sukawati,kabupaten_id_5,base.state_id_ba
kecamatan_id_51,Susut,kabupaten_id_2,base.state_id_ba
kecamatan_id_52,Tabanan,kabupaten_id_9,base.state_id_ba
kecamatan_id_53,Tampak Siring,kabupaten_id_5,base.state_id_ba
kecamatan_id_54,Tegallalang,kabupaten_id_5,base.state_id_ba
kecamatan_id_55,Tejakula,kabupaten_id_3,base.state_id_ba
kecamatan_id_56,Tembuku,kabupaten_id_2,base.state_id_ba
kecamatan_id_57,Ubud,kabupaten_id_5,base.state_id_ba
kecamatan_id_58,Air Gegas,kabupaten_id_12,base.state_id_bb
kecamatan_id_59,Badau,kabupaten_id_14,base.state_id_bb
kecamatan_id_60,Bakam,kabupaten_id_10,base.state_id_bb
kecamatan_id_61,Belinyu,kabupaten_id_10,base.state_id_bb
kecamatan_id_62,Bukit Intan,kabupaten_id_16,base.state_id_bb
kecamatan_id_63,Damar,kabupaten_id_15,base.state_id_bb
kecamatan_id_64,Dendang,kabupaten_id_15,base.state_id_bb
kecamatan_id_65,Gabek,kabupaten_id_16,base.state_id_bb
kecamatan_id_66,Gantung,kabupaten_id_15,base.state_id_bb
kecamatan_id_67,Gerunggang,kabupaten_id_16,base.state_id_bb
kecamatan_id_68,Girimaya,kabupaten_id_16,base.state_id_bb
kecamatan_id_69,Jebus,kabupaten_id_11,base.state_id_bb
kecamatan_id_70,Kelapa,kabupaten_id_11,base.state_id_bb
kecamatan_id_71,Kelapa Kampit,kabupaten_id_15,base.state_id_bb
kecamatan_id_72,Kepulauan Pongok,kabupaten_id_12,base.state_id_bb
kecamatan_id_73,Koba,kabupaten_id_13,base.state_id_bb
kecamatan_id_74,Lepar Pongok,kabupaten_id_12,base.state_id_bb
kecamatan_id_75,Lubuk Besar,kabupaten_id_13,base.state_id_bb
kecamatan_id_76,Manggar,kabupaten_id_15,base.state_id_bb
kecamatan_id_77,Membalong,kabupaten_id_14,base.state_id_bb
kecamatan_id_78,Mendo Barat,kabupaten_id_10,base.state_id_bb
kecamatan_id_79,Mentok (Muntok),kabupaten_id_11,base.state_id_bb
kecamatan_id_80,Merawang,kabupaten_id_10,base.state_id_bb
kecamatan_id_81,Namang,kabupaten_id_13,base.state_id_bb
kecamatan_id_82,Pangkal Balam,kabupaten_id_16,base.state_id_bb
kecamatan_id_83,Pangkalan Baru,kabupaten_id_13,base.state_id_bb
kecamatan_id_84,Parittiga,kabupaten_id_11,base.state_id_bb
kecamatan_id_85,Payung,kabupaten_id_12,base.state_id_bb
kecamatan_id_86,Pemali,kabupaten_id_10,base.state_id_bb
kecamatan_id_87,Puding Besar,kabupaten_id_10,base.state_id_bb
kecamatan_id_88,Pulau Besar,kabupaten_id_12,base.state_id_bb
kecamatan_id_89,Rangkui,kabupaten_id_16,base.state_id_bb
kecamatan_id_90,Riau Silip,kabupaten_id_10,base.state_id_bb
kecamatan_id_91,Selat Nasik,kabupaten_id_14,base.state_id_bb
kecamatan_id_92,Sijuk,kabupaten_id_14,base.state_id_bb
kecamatan_id_93,Simpang Katis,kabupaten_id_13,base.state_id_bb
kecamatan_id_94,Simpang Pesak,kabupaten_id_15,base.state_id_bb
kecamatan_id_95,Simpang Renggiang,kabupaten_id_15,base.state_id_bb
kecamatan_id_96,Simpang Rimba,kabupaten_id_12,base.state_id_bb
kecamatan_id_97,Simpang Teritip,kabupaten_id_11,base.state_id_bb
kecamatan_id_98,Sungai Liat,kabupaten_id_10,base.state_id_bb
kecamatan_id_99,Sungai Selan,kabupaten_id_13,base.state_id_bb
kecamatan_id_100,Taman Sari,kabupaten_id_16,base.state_id_bb
kecamatan_id_101,Tanjung Pandan,kabupaten_id_14,base.state_id_bb
kecamatan_id_102,Tempilang,kabupaten_id_11,base.state_id_bb
kecamatan_id_103,Toboali,kabupaten_id_12,base.state_id_bb
kecamatan_id_104,Tukak Sadai,kabupaten_id_12,base.state_id_bb
kecamatan_id_105,Angsana,kabupaten_id_19,base.state_id_bt
kecamatan_id_106,Anyar,kabupaten_id_20,base.state_id_bt
kecamatan_id_107,Balaraja,kabupaten_id_21,base.state_id_bt
kecamatan_id_108,Bandung,kabupaten_id_20,base.state_id_bt
kecamatan_id_109,Banjar,kabupaten_id_19,base.state_id_bt
kecamatan_id_110,Banjarsari,kabupaten_id_18,base.state_id_bt
kecamatan_id_111,Baros,kabupaten_id_20,base.state_id_bt
kecamatan_id_112,Batuceper,kabupaten_id_21,base.state_id_bt
kecamatan_id_113,Bayah,kabupaten_id_18,base.state_id_bt
kecamatan_id_114,Benda,kabupaten_id_21,base.state_id_bt
kecamatan_id_115,Binuang,kabupaten_id_20,base.state_id_bt
kecamatan_id_116,Bojonegara,kabupaten_id_20,base.state_id_bt
kecamatan_id_117,Bojong,kabupaten_id_19,base.state_id_bt
kecamatan_id_118,Bojongmanik,kabupaten_id_18,base.state_id_bt
kecamatan_id_119,Cadasari,kabupaten_id_19,base.state_id_bt
kecamatan_id_120,Carenang (Cerenang),kabupaten_id_20,base.state_id_bt
kecamatan_id_121,Carita,kabupaten_id_19,base.state_id_bt
kecamatan_id_122,Cibadak,kabupaten_id_18,base.state_id_bt
kecamatan_id_123,Cibaliung,kabupaten_id_19,base.state_id_bt
kecamatan_id_124,Cibeber,kabupaten_id_18,base.state_id_bt
kecamatan_id_125,Cibeber,kabupaten_id_17,base.state_id_bt
kecamatan_id_126,Cibitung,kabupaten_id_19,base.state_id_bt
kecamatan_id_127,Cibodas,kabupaten_id_21,base.state_id_bt
kecamatan_id_128,Cigemblong,kabupaten_id_18,base.state_id_bt
kecamatan_id_129,Cigeulis,kabupaten_id_19,base.state_id_bt
kecamatan_id_130,Cihara,kabupaten_id_18,base.state_id_bt
kecamatan_id_131,Cijaku,kabupaten_id_18,base.state_id_bt
kecamatan_id_132,Cikande,kabupaten_id_20,base.state_id_bt
kecamatan_id_133,Cikeudal (Cikedal),kabupaten_id_19,base.state_id_bt
kecamatan_id_134,Cikeusal,kabupaten_id_20,base.state_id_bt
kecamatan_id_135,Cikeusik,kabupaten_id_19,base.state_id_bt
kecamatan_id_136,Cikulur,kabupaten_id_18,base.state_id_bt
kecamatan_id_137,Cikupa,kabupaten_id_21,base.state_id_bt
kecamatan_id_138,Ciledug,kabupaten_id_21,base.state_id_bt
kecamatan_id_139,Cilegon,kabupaten_id_17,base.state_id_bt
kecamatan_id_140,Cileles,kabupaten_id_18,base.state_id_bt
kecamatan_id_141,Cilograng,kabupaten_id_18,base.state_id_bt
kecamatan_id_142,Cimanggu,kabupaten_id_19,base.state_id_bt
kecamatan_id_143,Cimanuk,kabupaten_id_19,base.state_id_bt
kecamatan_id_144,Cimarga,kabupaten_id_18,base.state_id_bt
kecamatan_id_145,Cinangka,kabupaten_id_20,base.state_id_bt
kecamatan_id_146,Ciomas,kabupaten_id_20,base.state_id_bt
kecamatan_id_147,Cipanas,kabupaten_id_18,base.state_id_bt
kecamatan_id_148,Cipeucang,kabupaten_id_19,base.state_id_bt
kecamatan_id_149,Cipocok Jaya,kabupaten_id_20,base.state_id_bt
kecamatan_id_150,Cipondoh,kabupaten_id_21,base.state_id_bt
kecamatan_id_151,Ciputat,kabupaten_id_22,base.state_id_bt
kecamatan_id_152,Ciputat Timur,kabupaten_id_22,base.state_id_bt
kecamatan_id_153,Cirinten,kabupaten_id_18,base.state_id_bt
kecamatan_id_154,Ciruas,kabupaten_id_20,base.state_id_bt
kecamatan_id_155,Cisata,kabupaten_id_19,base.state_id_bt
kecamatan_id_156,Cisauk,kabupaten_id_21,base.state_id_bt
kecamatan_id_157,Cisoka,kabupaten_id_21,base.state_id_bt
kecamatan_id_158,Citangkil,kabupaten_id_17,base.state_id_bt
kecamatan_id_159,Ciwandan,kabupaten_id_17,base.state_id_bt
kecamatan_id_160,Curug,kabupaten_id_21,base.state_id_bt
kecamatan_id_161,Curug,kabupaten_id_20,base.state_id_bt
kecamatan_id_162,Curugbitung,kabupaten_id_18,base.state_id_bt
kecamatan_id_163,Gerogol,kabupaten_id_17,base.state_id_bt
kecamatan_id_164,Gunung Kaler,kabupaten_id_21,base.state_id_bt
kecamatan_id_165,Gunung Kencana,kabupaten_id_18,base.state_id_bt
kecamatan_id_166,Gunungsari,kabupaten_id_20,base.state_id_bt
kecamatan_id_167,Jambe,kabupaten_id_21,base.state_id_bt
kecamatan_id_168,Jatiuwung,kabupaten_id_21,base.state_id_bt
kecamatan_id_169,Jawilan,kabupaten_id_20,base.state_id_bt
kecamatan_id_170,Jayanti,kabupaten_id_21,base.state_id_bt
kecamatan_id_171,Jiput,kabupaten_id_19,base.state_id_bt
kecamatan_id_172,Jombang,kabupaten_id_17,base.state_id_bt
kecamatan_id_173,Kaduhejo,kabupaten_id_19,base.state_id_bt
kecamatan_id_174,Kalanganyar,kabupaten_id_18,base.state_id_bt
kecamatan_id_175,Karang Tanjung,kabupaten_id_19,base.state_id_bt
kecamatan_id_176,Karang Tengah,kabupaten_id_21,base.state_id_bt
kecamatan_id_177,Karawaci,kabupaten_id_21,base.state_id_bt
kecamatan_id_178,Kasemen,kabupaten_id_20,base.state_id_bt
kecamatan_id_179,Kelapa Dua,kabupaten_id_21,base.state_id_bt
kecamatan_id_180,Kemiri,kabupaten_id_21,base.state_id_bt
kecamatan_id_181,Kibin,kabupaten_id_20,base.state_id_bt
kecamatan_id_182,Kopo,kabupaten_id_20,base.state_id_bt
kecamatan_id_183,Koroncong,kabupaten_id_19,base.state_id_bt
kecamatan_id_184,Kosambi,kabupaten_id_21,base.state_id_bt
kecamatan_id_185,Kragilan,kabupaten_id_20,base.state_id_bt
kecamatan_id_186,Kramatwatu,kabupaten_id_20,base.state_id_bt
kecamatan_id_187,Kresek,kabupaten_id_21,base.state_id_bt
kecamatan_id_188,Kronjo,kabupaten_id_21,base.state_id_bt
kecamatan_id_189,Labuan,kabupaten_id_19,base.state_id_bt
kecamatan_id_190,Larangan,kabupaten_id_21,base.state_id_bt
kecamatan_id_191,Lebak Wangi,kabupaten_id_20,base.state_id_bt
kecamatan_id_192,Lebakgedong,kabupaten_id_18,base.state_id_bt
kecamatan_id_193,Legok,kabupaten_id_21,base.state_id_bt
kecamatan_id_194,Leuwidamar,kabupaten_id_18,base.state_id_bt
kecamatan_id_195,Maja,kabupaten_id_18,base.state_id_bt
kecamatan_id_196,Majasari,kabupaten_id_19,base.state_id_bt
kecamatan_id_197,Malingping,kabupaten_id_18,base.state_id_bt
kecamatan_id_198,Mancak,kabupaten_id_20,base.state_id_bt
kecamatan_id_199,Mandalawangi,kabupaten_id_19,base.state_id_bt
kecamatan_id_200,Mauk,kabupaten_id_21,base.state_id_bt
kecamatan_id_201,Mekar Baru,kabupaten_id_21,base.state_id_bt
kecamatan_id_202,Mekarjaya,kabupaten_id_19,base.state_id_bt
kecamatan_id_203,Menes,kabupaten_id_19,base.state_id_bt
kecamatan_id_204,Muncang,kabupaten_id_18,base.state_id_bt
kecamatan_id_205,Munjul,kabupaten_id_19,base.state_id_bt
kecamatan_id_206,Neglasari,kabupaten_id_21,base.state_id_bt
kecamatan_id_207,Pabuaran,kabupaten_id_20,base.state_id_bt
kecamatan_id_208,Padarincang,kabupaten_id_20,base.state_id_bt
kecamatan_id_209,Pagedangan,kabupaten_id_21,base.state_id_bt
kecamatan_id_210,Pagelaran,kabupaten_id_19,base.state_id_bt
kecamatan_id_211,Pakuhaji,kabupaten_id_21,base.state_id_bt
kecamatan_id_212,Pamarayan,kabupaten_id_20,base.state_id_bt
kecamatan_id_213,Pamulang,kabupaten_id_22,base.state_id_bt
kecamatan_id_214,Pandeglang,kabupaten_id_19,base.state_id_bt
kecamatan_id_215,Panggarangan,kabupaten_id_18,base.state_id_bt
kecamatan_id_216,Panimbang,kabupaten_id_19,base.state_id_bt
kecamatan_id_217,Panongan,kabupaten_id_21,base.state_id_bt
kecamatan_id_218,Pasar Kemis,kabupaten_id_21,base.state_id_bt
kecamatan_id_219,Patia,kabupaten_id_19,base.state_id_bt
kecamatan_id_220,Periuk,kabupaten_id_21,base.state_id_bt
kecamatan_id_221,Petir,kabupaten_id_20,base.state_id_bt
kecamatan_id_222,Picung,kabupaten_id_19,base.state_id_bt
kecamatan_id_223,Pinang (Penang),kabupaten_id_21,base.state_id_bt
kecamatan_id_224,Pondok Aren,kabupaten_id_22,base.state_id_bt
kecamatan_id_225,Pontang,kabupaten_id_20,base.state_id_bt
kecamatan_id_226,Pulo Ampel,kabupaten_id_20,base.state_id_bt
kecamatan_id_227,Pulomerak,kabupaten_id_17,base.state_id_bt
kecamatan_id_228,Pulosari,kabupaten_id_19,base.state_id_bt
kecamatan_id_229,Purwakarta,kabupaten_id_17,base.state_id_bt
kecamatan_id_230,Rajeg,kabupaten_id_21,base.state_id_bt
kecamatan_id_231,Rangkasbitung,kabupaten_id_18,base.state_id_bt
kecamatan_id_232,Sajira,kabupaten_id_18,base.state_id_bt
kecamatan_id_233,Saketi,kabupaten_id_19,base.state_id_bt
kecamatan_id_234,Sepatan,kabupaten_id_21,base.state_id_bt
kecamatan_id_235,Sepatan Timur,kabupaten_id_21,base.state_id_bt
kecamatan_id_236,Serang,kabupaten_id_20,base.state_id_bt
kecamatan_id_237,Serpong,kabupaten_id_22,base.state_id_bt
kecamatan_id_238,Serpong Utara,kabupaten_id_22,base.state_id_bt
kecamatan_id_239,Setu,kabupaten_id_22,base.state_id_bt
kecamatan_id_240,Sindang Jaya,kabupaten_id_21,base.state_id_bt
kecamatan_id_241,Sindangresmi,kabupaten_id_19,base.state_id_bt
kecamatan_id_242,Sobang,kabupaten_id_19,base.state_id_bt
kecamatan_id_243,Sobang,kabupaten_id_18,base.state_id_bt
kecamatan_id_244,Solear,kabupaten_id_21,base.state_id_bt
kecamatan_id_245,Sukadiri,kabupaten_id_21,base.state_id_bt
kecamatan_id_246,Sukamulya,kabupaten_id_21,base.state_id_bt
kecamatan_id_247,Sukaresmi,kabupaten_id_19,base.state_id_bt
kecamatan_id_248,Sumur,kabupaten_id_19,base.state_id_bt
kecamatan_id_249,Taktakan,kabupaten_id_20,base.state_id_bt
kecamatan_id_250,Tanara,kabupaten_id_20,base.state_id_bt
kecamatan_id_251,Tangerang,kabupaten_id_21,base.state_id_bt
kecamatan_id_252,Teluknaga,kabupaten_id_21,base.state_id_bt
kecamatan_id_253,Tigaraksa,kabupaten_id_21,base.state_id_bt
kecamatan_id_254,Tirtayasa,kabupaten_id_20,base.state_id_bt
kecamatan_id_255,Tunjung Teja,kabupaten_id_20,base.state_id_bt
kecamatan_id_256,Walantaka,kabupaten_id_20,base.state_id_bt
kecamatan_id_257,Wanasalam,kabupaten_id_18,base.state_id_bt
kecamatan_id_258,Waringin Kurung,kabupaten_id_20,base.state_id_bt
kecamatan_id_259,Warunggunung,kabupaten_id_18,base.state_id_bt
kecamatan_id_260,Air Besi,kabupaten_id_26,base.state_id_be
kecamatan_id_261,Air Dikit,kabupaten_id_30,base.state_id_be
kecamatan_id_262,Air Majunto,kabupaten_id_30,base.state_id_be
kecamatan_id_263,Air Napal,kabupaten_id_26,base.state_id_be
kecamatan_id_264,Air Nipis,kabupaten_id_24,base.state_id_be
kecamatan_id_265,Air Padang,kabupaten_id_26,base.state_id_be
kecamatan_id_266,Air Periukan,kabupaten_id_32,base.state_id_be
kecamatan_id_267,Air Rami,kabupaten_id_30,base.state_id_be
kecamatan_id_268,Amen,kabupaten_id_29,base.state_id_be
kecamatan_id_269,Arga Makmur,kabupaten_id_26,base.state_id_be
kecamatan_id_270,Arma Jaya,kabupaten_id_26,base.state_id_be
kecamatan_id_271,Bang Haji,kabupaten_id_25,base.state_id_be
kecamatan_id_272,Batik Nau,kabupaten_id_26,base.state_id_be
kecamatan_id_273,Bermani Ilir,kabupaten_id_28,base.state_id_be
kecamatan_id_274,Bermani Ulu,kabupaten_id_31,base.state_id_be
kecamatan_id_275,Bermani Ulu Raya,kabupaten_id_31,base.state_id_be
kecamatan_id_276,Binduriang,kabupaten_id_31,base.state_id_be
kecamatan_id_277,Bingin Kuning,kabupaten_id_29,base.state_id_be
kecamatan_id_278,Bunga Mas,kabupaten_id_24,base.state_id_be
kecamatan_id_279,Curup,kabupaten_id_31,base.state_id_be
kecamatan_id_280,Curup Selatan,kabupaten_id_31,base.state_id_be
kecamatan_id_281,Curup Tengah,kabupaten_id_31,base.state_id_be
kecamatan_id_282,Curup Timur,kabupaten_id_31,base.state_id_be
kecamatan_id_283,Curup Utara,kabupaten_id_31,base.state_id_be
kecamatan_id_284,Enggano,kabupaten_id_26,base.state_id_be
kecamatan_id_285,Gading Cempaka,kabupaten_id_23,base.state_id_be
kecamatan_id_286,Giri Mulia,kabupaten_id_26,base.state_id_be
kecamatan_id_287,Hulu Palik,kabupaten_id_26,base.state_id_be
kecamatan_id_288,Ilir Talo,kabupaten_id_32,base.state_id_be
kecamatan_id_289,Ipuh (Muko-Muko Selatan),kabupaten_id_30,base.state_id_be
kecamatan_id_290,Kampung Melayu,kabupaten_id_23,base.state_id_be
kecamatan_id_291,Karang Tinggi,kabupaten_id_25,base.state_id_be
kecamatan_id_292,Kaur Selatan,kabupaten_id_27,base.state_id_be
kecamatan_id_293,Kaur Tengah,kabupaten_id_27,base.state_id_be
kecamatan_id_294,Kaur Utara,kabupaten_id_27,base.state_id_be
kecamatan_id_295,Kebawetan (Kabawetan),kabupaten_id_28,base.state_id_be
kecamatan_id_296,Kedurang,kabupaten_id_24,base.state_id_be
kecamatan_id_297,Kedurang Ilir,kabupaten_id_24,base.state_id_be
kecamatan_id_298,Kelam Tengah,kabupaten_id_27,base.state_id_be
kecamatan_id_299,Kepahiang,kabupaten_id_28,base.state_id_be
kecamatan_id_300,Kerkap,kabupaten_id_26,base.state_id_be
kecamatan_id_301,Ketahun,kabupaten_id_26,base.state_id_be
kecamatan_id_302,Kinal,kabupaten_id_27,base.state_id_be
kecamatan_id_303,Kota Manna,kabupaten_id_24,base.state_id_be
kecamatan_id_304,Kota Mukomuko (Mukomuko Utara),kabupaten_id_30,base.state_id_be
kecamatan_id_305,Kota Padang,kabupaten_id_31,base.state_id_be
kecamatan_id_306,Lais,kabupaten_id_26,base.state_id_be
kecamatan_id_307,Lebong Atas,kabupaten_id_29,base.state_id_be
kecamatan_id_308,Lebong Sakti,kabupaten_id_29,base.state_id_be
kecamatan_id_309,Lebong Selatan,kabupaten_id_29,base.state_id_be
kecamatan_id_310,Lebong Tengah,kabupaten_id_29,base.state_id_be
kecamatan_id_311,Lebong Utara,kabupaten_id_29,base.state_id_be
kecamatan_id_312,Luas,kabupaten_id_27,base.state_id_be
kecamatan_id_313,Lubuk Pinang,kabupaten_id_30,base.state_id_be
kecamatan_id_314,Lubuk Sandi,kabupaten_id_32,base.state_id_be
kecamatan_id_315,Lungkang Kule,kabupaten_id_27,base.state_id_be
kecamatan_id_316,Maje,kabupaten_id_27,base.state_id_be
kecamatan_id_317,Malin Deman,kabupaten_id_30,base.state_id_be
kecamatan_id_318,Manna,kabupaten_id_24,base.state_id_be
kecamatan_id_319,Merigi,kabupaten_id_28,base.state_id_be
kecamatan_id_320,Merigi Kelindang,kabupaten_id_25,base.state_id_be
kecamatan_id_321,Merigi Sakti,kabupaten_id_25,base.state_id_be
kecamatan_id_322,Muara Bangka Hulu,kabupaten_id_23,base.state_id_be
kecamatan_id_323,Muara Kemumu,kabupaten_id_28,base.state_id_be
kecamatan_id_324,Muara Sahung,kabupaten_id_27,base.state_id_be
kecamatan_id_325,Napal Putih,kabupaten_id_26,base.state_id_be
kecamatan_id_326,Nasal,kabupaten_id_27,base.state_id_be
kecamatan_id_327,Padang Guci Hilir,kabupaten_id_27,base.state_id_be
kecamatan_id_328,Padang Guci Hulu,kabupaten_id_27,base.state_id_be
kecamatan_id_329,Padang Jaya,kabupaten_id_26,base.state_id_be
kecamatan_id_330,Padang Ulak Tanding,kabupaten_id_31,base.state_id_be
kecamatan_id_331,Pagar Jati,kabupaten_id_25,base.state_id_be
kecamatan_id_332,Pasar Manna,kabupaten_id_24,base.state_id_be
kecamatan_id_333,Pelabai,kabupaten_id_29,base.state_id_be
kecamatan_id_334,Pematang Tiga,kabupaten_id_25,base.state_id_be
kecamatan_id_335,Penarik,kabupaten_id_30,base.state_id_be
kecamatan_id_336,Pinang Belapis,kabupaten_id_29,base.state_id_be
kecamatan_id_337,Pino,kabupaten_id_24,base.state_id_be
kecamatan_id_338,Pinoraya,kabupaten_id_24,base.state_id_be
kecamatan_id_339,Pondok Kelapa,kabupaten_id_25,base.state_id_be
kecamatan_id_340,Pondok Kubang,kabupaten_id_25,base.state_id_be
kecamatan_id_341,Pondok Suguh,kabupaten_id_30,base.state_id_be
kecamatan_id_342,Putri Hijau,kabupaten_id_26,base.state_id_be
kecamatan_id_343,Ratu Agung,kabupaten_id_23,base.state_id_be
kecamatan_id_344,Ratu Samban,kabupaten_id_23,base.state_id_be
kecamatan_id_345,Rimbo Pengadang,kabupaten_id_29,base.state_id_be
kecamatan_id_346,Seberang Musi,kabupaten_id_28,base.state_id_be
kecamatan_id_347,Seginim,kabupaten_id_24,base.state_id_be
kecamatan_id_348,Selagan Raya,kabupaten_id_30,base.state_id_be
kecamatan_id_349,Selebar,kabupaten_id_23,base.state_id_be
kecamatan_id_350,Seluma,kabupaten_id_32,base.state_id_be
kecamatan_id_351,Seluma Barat,kabupaten_id_32,base.state_id_be
kecamatan_id_352,Seluma Selatan,kabupaten_id_32,base.state_id_be
kecamatan_id_353,Seluma Timur,kabupaten_id_32,base.state_id_be
kecamatan_id_354,Seluma Utara,kabupaten_id_32,base.state_id_be
kecamatan_id_355,Selupu Rejang,kabupaten_id_31,base.state_id_be
kecamatan_id_356,Semidang Alas,kabupaten_id_32,base.state_id_be
kecamatan_id_357,Semidang Alas Maras,kabupaten_id_32,base.state_id_be
kecamatan_id_358,Semidang Gumai (Gumay),kabupaten_id_27,base.state_id_be
kecamatan_id_359,Sindang Beliti Ilir,kabupaten_id_31,base.state_id_be
kecamatan_id_360,Sindang Beliti Ulu,kabupaten_id_31,base.state_id_be
kecamatan_id_361,Sindang Daratan,kabupaten_id_31,base.state_id_be
kecamatan_id_362,Sindang Kelingi,kabupaten_id_31,base.state_id_be
kecamatan_id_363,Singaran Pati,kabupaten_id_23,base.state_id_be
kecamatan_id_364,Sukaraja,kabupaten_id_32,base.state_id_be
kecamatan_id_365,Sungai Rumbai,kabupaten_id_30,base.state_id_be
kecamatan_id_366,Sungai Serut,kabupaten_id_23,base.state_id_be
kecamatan_id_367,Taba Penanjung,kabupaten_id_25,base.state_id_be
kecamatan_id_368,Talang Empat,kabupaten_id_25,base.state_id_be
kecamatan_id_369,Talo,kabupaten_id_32,base.state_id_be
kecamatan_id_370,Talo Kecil,kabupaten_id_32,base.state_id_be
kecamatan_id_371,Tanjung Agung Palik,kabupaten_id_26,base.state_id_be
kecamatan_id_372,Tanjung Kemuning,kabupaten_id_27,base.state_id_be
kecamatan_id_373,Tebat Karai,kabupaten_id_28,base.state_id_be
kecamatan_id_374,Teluk Segara,kabupaten_id_23,base.state_id_be
kecamatan_id_375,Teramang Jaya,kabupaten_id_30,base.state_id_be
kecamatan_id_376,Teras Terunjam,kabupaten_id_30,base.state_id_be
kecamatan_id_377,Tetap (Muara Tetap),kabupaten_id_27,base.state_id_be
kecamatan_id_378,Topos,kabupaten_id_29,base.state_id_be
kecamatan_id_379,Ujan Mas,kabupaten_id_28,base.state_id_be
kecamatan_id_380,Ulok Kupai,kabupaten_id_26,base.state_id_be
kecamatan_id_381,Ulu Manna,kabupaten_id_24,base.state_id_be
kecamatan_id_382,Ulu Talo,kabupaten_id_32,base.state_id_be
kecamatan_id_383,Uram Jaya,kabupaten_id_29,base.state_id_be
kecamatan_id_384,V Koto,kabupaten_id_30,base.state_id_be
kecamatan_id_385,XIV Koto,kabupaten_id_30,base.state_id_be
kecamatan_id_386,Bambang Lipuro,kabupaten_id_33,base.state_id_yo
kecamatan_id_387,Banguntapan,kabupaten_id_33,base.state_id_yo
kecamatan_id_388,Bantul,kabupaten_id_33,base.state_id_yo
kecamatan_id_389,Berbah,kabupaten_id_36,base.state_id_yo
kecamatan_id_390,Cangkringan,kabupaten_id_36,base.state_id_yo
kecamatan_id_391,Danurejan,kabupaten_id_37,base.state_id_yo
